"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"SBIN","N5","26-Mar-2018","      10671.43","      10675.00","      10675.00","      10630.00","      10630.00","      10652.37","      10657.19","        506","             5392535.95","         57"
"SBIN","EQ","27-Mar-2018","        246.50","        250.00","        255.50","        248.00","        253.40","        254.35","        252.05","   31205051","          7865111417.45","     186644"
"SBIN","N2","27-Mar-2018","      10485.47","      10550.00","      10550.00","      10400.00","      10400.00","      10400.00","      10455.35","         15","              156830.30","          4"
"SBIN","N5","27-Mar-2018","      10652.37","      10720.00","      10730.00","      10665.00","      10700.00","      10699.19","      10710.98","        363","             3888087.18","         48"
"SBIN","EQ","28-Mar-2018","        254.35","        252.00","        256.20","        248.70","        249.25","        249.90","        251.61","   36673566","          9227549855.35","     167989"
"SBIN","N5","28-Mar-2018","      10699.19","      10730.00","      10750.00","      10720.00","      10750.00","      10748.17","      10740.29","        259","             2781736.25","         38"
"SBIN","N6","28-Mar-2018","      10700.00","      10600.00","      10600.00","      10600.00","      10600.00","      10600.00","      10600.00","         15","              159000.00","          2"
"SBIN","EQ","02-Apr-2018","        249.90","        251.80","        252.00","        244.90","        246.00","        246.15","        247.21","   14993188","          3706522223.15","     107701"
"SBIN","N2","02-Apr-2018","      10400.00","      10497.99","      10510.00","      10497.99","      10510.00","      10510.00","      10503.85","         73","              766780.98","         17"
"SBIN","N5","02-Apr-2018","      10748.17","      10750.00","      10825.00","      10702.00","      10825.00","      10801.52","      10780.66","        431","             4646463.17","         83"
"SBIN","EQ","03-Apr-2018","        246.15","        249.55","        252.80","        248.25","        250.95","        250.50","        250.35","   19883309","          4977777337.45","     113047"
"SBIN","N2","03-Apr-2018","      10510.00","      10515.00","      10515.00","      10504.00","      10515.00","      10512.48","      10509.09","         22","              231199.94","          8"
"SBIN","N5","03-Apr-2018","      10801.52","      10850.00","      10910.00","      10823.00","      10900.00","      10902.32","      10868.60","        620","             6738532.37","         67"
"SBIN","EQ","04-Apr-2018","        250.50","        251.70","        253.00","        245.50","        246.70","        247.30","        249.33","   18824449","          4693472178.00","     109181"
"SBIN","N2","04-Apr-2018","      10512.48","      10505.00","      10749.99","      10505.00","      10650.00","      10650.00","      10590.82","        185","             1959301.38","         24"
"SBIN","N5","04-Apr-2018","      10902.32","      10940.00","      11049.99","      10930.00","      11044.99","      11017.28","      10964.63","        703","             7708135.61","         65"
"SBIN","N6","04-Apr-2018","      10600.00","      10600.00","      10600.00","      10500.00","      10500.00","      10500.00","      10562.50","          8","               84500.00","          2"
"SBIN","EQ","05-Apr-2018","        247.30","        252.60","        261.90","        250.00","        260.80","        259.30","        255.00","   22880821","          5834535910.45","     154532"
"SBIN","N2","05-Apr-2018","      10650.00","      10650.00","      10674.00","      10645.00","      10674.00","      10670.99","      10655.21","        120","             1278624.98","         18"
"SBIN","N5","05-Apr-2018","      11017.28","      11050.00","      11090.00","      10977.00","      11005.00","      11010.72","      11027.10","       1253","            13816951.89","         95"
"SBIN","EQ","06-Apr-2018","        259.30","        259.65","        261.45","        254.85","        258.75","        259.70","        258.38","   24868860","          6425622724.80","     187342"
